   7.8077770e-03  -1.3979118e-02  -3.5818965e-02   2.0184961e+00  -5.2411585e-02   7.0314405e-01   4.3511176e-02
   4.3511176e-02   7.8077770e-03  -1.3979118e-02   9.2415940e-01   2.0184961e+00  -5.2411585e-02   9.6141473e-02
   9.6141473e-02   4.3511176e-02   7.8077770e-03  -1.8141147e+00   9.2415940e-01   2.0184961e+00   1.2149131e-01
   1.2149131e-01   9.6141473e-02   4.3511176e-02   3.4973320e-02  -1.8141147e+00   9.2415940e-01   1.2077991e-01
   1.2077991e-01   1.2149131e-01   9.6141473e-02  -1.8078621e+00   3.4973320e-02  -1.8141147e+00   9.9494283e-02
   9.9494283e-02   1.2077991e-01   1.2149131e-01   1.0281925e+00  -1.8078621e+00   3.4973320e-02   7.6248562e-02
   7.6248562e-02   9.9494283e-02   1.2077991e-01   3.9460031e-01   1.0281925e+00  -1.8078621e+00   7.1569082e-02
   7.1569082e-02   7.6248562e-02   9.9494283e-02   6.3940564e-01   3.9460031e-01   1.0281925e+00   7.6887142e-02
   7.6887142e-02   7.1569082e-02   7.6248562e-02   8.7421289e-01   6.3940564e-01   3.9460031e-01   9.3865261e-02
   9.3865261e-02   7.6887142e-02   7.1569082e-02   1.7524017e+00   8.7421289e-01   6.3940564e-01   1.2998522e-01
   1.2998522e-01   9.3865261e-02   7.6887142e-02  -3.2005083e-01   1.7524017e+00   8.7421289e-01   1.6569853e-01
   1.6569853e-01   1.2998522e-01   9.3865261e-02  -1.3741381e-01  -3.2005083e-01   1.7524017e+00   1.8321932e-01
   1.8321932e-01   1.6569853e-01   1.2998522e-01   6.1576963e-01  -1.3741381e-01  -3.2005083e-01   1.9682910e-01
   1.9682910e-01   1.8321932e-01   1.6569853e-01   9.7789407e-01   6.1576963e-01  -1.3741381e-01   2.1798201e-01
   2.1798201e-01   1.9682910e-01   1.8321932e-01  -1.1153477e+00   9.7789407e-01   6.1576963e-01   2.2579624e-01
   2.2579624e-01   2.1798201e-01   1.9682910e-01  -5.5002145e-01  -1.1153477e+00   9.7789407e-01   2.1050701e-01
   2.1050701e-01   2.2579624e-01   2.1798201e-01   3.9884853e-02  -5.5002145e-01  -1.1153477e+00   1.9029550e-01
   1.9029550e-01   2.1050701e-01   2.2579624e-01  -2.4828425e+00   3.9884853e-02  -5.5002145e-01   1.4637634e-01
   1.4637634e-01   1.9029550e-01   2.1050701e-01   1.1586547e+00  -2.4828425e+00   3.9884853e-02   1.0077112e-01
   1.0077112e-01   1.4637634e-01   1.9029550e-01  -1.0262795e+00   1.1586547e+00  -2.4828425e+00   6.5797581e-02
   6.5797581e-02   1.0077112e-01   1.4637634e-01   1.1534870e+00  -1.0262795e+00   1.1586547e+00   4.1476857e-02
   4.1476857e-02   6.5797581e-02   1.0077112e-01  -7.8645661e-01   1.1534870e+00  -1.0262795e+00   2.5265683e-02
   2.5265683e-02   4.1476857e-02   6.5797581e-02   6.3480859e-01  -7.8645661e-01   1.1534870e+00   1.1986175e-02
   1.1986175e-02   2.5265683e-02   4.1476857e-02   8.2040976e-01   6.3480859e-01  -7.8645661e-01   1.6035047e-02
   1.6035047e-02   1.1986175e-02   2.5265683e-02  -1.7602651e-01   8.2040976e-01   6.3480859e-01   2.3792696e-02
   2.3792696e-02   1.6035047e-02   1.1986175e-02   5.6247387e-01  -1.7602651e-01   8.2040976e-01   3.2501876e-02
