   3.7452675e-02   1.1999021e-02   0.0000000e+00   7.5080155e-02   6.2683908e-01   1.1649535e+00   6.1342293e-02
   6.1342293e-02   3.7452675e-02   1.1999021e-02   3.5160690e-01   7.5080155e-02   6.2683908e-01   8.1406451e-02
   8.1406451e-02   6.1342293e-02   3.7452675e-02  -6.9651254e-01   3.5160690e-01   7.5080155e-02   9.0068387e-02
   9.0068387e-02   8.1406451e-02   6.1342293e-02   1.6961425e+00  -6.9651254e-01   3.5160690e-01   1.0543564e-01
   1.0543564e-01   9.0068387e-02   8.1406451e-02   5.9059778e-02   1.6961425e+00  -6.9651254e-01   1.3035167e-01
   1.3035167e-01   1.0543564e-01   9.0068387e-02   1.7970718e+00   5.9059778e-02   1.6961425e+00   1.6440334e-01
   1.6440334e-01   1.3035167e-01   1.0543564e-01   2.6406853e-01   1.7970718e+00   5.9059778e-02   2.0440700e-01
   2.0440700e-01   1.6440334e-01   1.3035167e-01   8.7167329e-01   2.6406853e-01   1.7970718e+00   2.3997849e-01
   2.3997849e-01   2.0440700e-01   1.6440334e-01  -1.4461715e+00   8.7167329e-01   2.6406853e-01   2.5332958e-01
   2.5332958e-01   2.3997849e-01   2.0440700e-01  -7.0116535e-01  -1.4461715e+00   8.7167329e-01   2.3692114e-01
   2.3692114e-01   2.5332958e-01   2.3997849e-01   1.2459821e+00  -7.0116535e-01  -1.4461715e+00   2.2649359e-01
   2.2649359e-01   2.3692114e-01   2.5332958e-01  -6.3897700e-01   1.2459821e+00  -7.0116535e-01   2.1894518e-01
   2.1894518e-01   2.2649359e-01   2.3692114e-01   5.7735022e-01  -6.3897700e-01   1.2459821e+00   2.0876785e-01
   2.0876785e-01   2.1894518e-01   2.2649359e-01  -3.6002963e-01   5.7735022e-01  -6.3897700e-01   1.9839237e-01
   1.9839237e-01   2.0876785e-01   2.1894518e-01  -1.3557629e-01  -3.6002963e-01   5.7735022e-01   1.8174739e-01
   1.8174739e-01   1.9839237e-01   2.0876785e-01  -1.3493385e+00  -1.3557629e-01  -3.6002963e-01   1.5049680e-01
   1.5049680e-01   1.8174739e-01   1.9839237e-01  -1.2704499e+00  -1.3493385e+00  -1.3557629e-01   9.9114626e-02
   9.9114626e-02   1.5049680e-01   1.8174739e-01   9.8457027e-01  -1.2704499e+00  -1.3493385e+00   5.8367980e-02
   5.8367980e-02   9.9114626e-02   1.5049680e-01  -4.4880614e-02   9.8457027e-01  -1.2704499e+00   3.6113448e-02
   3.6113448e-02   5.8367980e-02   9.9114626e-02  -7.9894452e-01  -4.4880614e-02   9.8457027e-01   1.0257653e-02
   1.0257653e-02   3.6113448e-02   5.8367980e-02  -7.6517243e-01  -7.9894452e-01  -4.4880614e-02  -2.4205795e-02
  -2.4205795e-02   1.0257653e-02   3.6113448e-02   8.6173490e-01  -7.6517243e-01  -7.9894452e-01  -4.7016257e-02
  -4.7016257e-02  -2.4205795e-02   1.0257653e-02  -5.6225124e-02   8.6173490e-01  -7.6517243e-01  -5.5559060e-02
  -5.5559060e-02  -4.7016257e-02  -2.4205795e-02   5.1347817e-01  -5.6225124e-02   8.6173490e-01  -5.6301903e-02
  -5.6301903e-02  -5.5559060e-02  -4.7016257e-02   3.9668087e-01   5.1347817e-01  -5.6225124e-02  -4.7415721e-02
  -4.7415721e-02  -5.6301903e-02  -5.5559060e-02   7.5621897e-01   3.9668087e-01   5.1347817e-01  -2.9191672e-02
  -2.9191672e-02  -4.7415721e-02  -5.6301903e-02   4.0048602e-01   7.5621897e-01   3.9668087e-01  -5.0225691e-03
  -5.0225691e-03  -2.9191672e-02  -4.7415721e-02  -1.3413807e+00   4.0048602e-01   7.5621897e-01   1.7046128e-03
   1.7046128e-03  -5.0225691e-03  -2.9191672e-02   3.7504102e-01  -1.3413807e+00   4.0048602e-01  -2.4226697e-03
  -2.4226697e-03   1.7046128e-03  -5.0225691e-03   1.1251618e+00   3.7504102e-01  -1.3413807e+00   9.3064594e-03
   9.3064594e-03  -2.4226697e-03   1.7046128e-03   7.2864159e-01   1.1251618e+00   3.7504102e-01   3.4904389e-02
   3.4904389e-02   9.3064594e-03  -2.4226697e-03  -2.3774543e+00   7.2864159e-01   1.1251618e+00   3.4233883e-02
   3.4233883e-02   3.4904389e-02   9.3064594e-03  -2.7378242e-01  -2.3774543e+00   7.2864159e-01   8.0233487e-03
   8.0233487e-03   3.4233883e-02   3.4904389e-02  -3.2293992e-01  -2.7378242e-01  -2.3774543e+00  -1.7025802e-02
  -1.7025802e-02   8.0233487e-03   3.4233883e-02   3.1798792e-01  -3.2293992e-01  -2.7378242e-01  -3.4581596e-02
  -3.4581596e-02  -1.7025802e-02   8.0233487e-03  -5.1117221e-01   3.1798792e-01  -3.2293992e-01  -4.9086078e-02
  -4.9086078e-02  -3.4581596e-02  -1.7025802e-02  -2.0413453e-03  -5.1117221e-01   3.1798792e-01  -6.3474130e-02
  -6.3474130e-02  -4.9086078e-02  -3.4581596e-02   1.6065110e+00  -2.0413453e-03  -5.1117221e-01  -5.6220847e-02
  -5.6220847e-02  -6.3474130e-02  -4.9086078e-02   8.4764863e-01   1.6065110e+00  -2.0413453e-03  -2.6725247e-02
  -2.6725247e-02  -5.6220847e-02  -6.3474130e-02   2.6810081e-01   8.4764863e-01   1.6065110e+00   5.0952005e-03
   5.0952005e-03  -2.6725247e-02  -5.6220847e-02  -9.2348909e-01   2.6810081e-01   8.4764863e-01   2.0347380e-02
   2.0347380e-02   5.0952005e-03  -2.6725247e-02  -7.0499388e-02  -9.2348909e-01   2.6810081e-01   2.1345580e-02
   2.1345580e-02   2.0347380e-02   5.0952005e-03   1.4789135e-01  -7.0499388e-02  -9.2348909e-01   2.2259908e-02
   2.2259908e-02   2.1345580e-02   2.0347380e-02  -5.5709364e-01   1.4789135e-01  -7.0499388e-02   1.7841612e-02
   1.7841612e-02   2.2259908e-02   2.1345580e-02  -3.3670570e-01  -5.5709364e-01   1.4789135e-01   5.5137186e-03
   5.5137186e-03   1.7841612e-02   2.2259908e-02   4.1522746e-01  -3.3670570e-01  -5.5709364e-01  -2.4247727e-03
  -2.4247727e-03   5.5137186e-03   1.7841612e-02   1.5578135e+00   4.1522746e-01  -3.3670570e-01   1.1601450e-02
   1.1601450e-02  -2.4247727e-03   5.5137186e-03  -2.4442989e+00   1.5578135e+00   4.1522746e-01   1.0259290e-02
   1.0259290e-02   1.1601450e-02  -2.4247727e-03  -1.0981954e+00  -2.4442989e+00   1.5578135e+00  -2.4878953e-02
  -2.4878953e-02   1.0259290e-02   1.1601450e-02   1.1226479e+00  -1.0981954e+00  -2.4442989e+00  -4.8127112e-02
  -4.8127112e-02  -2.4878953e-02   1.0259290e-02   5.8166726e-01   1.1226479e+00  -1.0981954e+00  -4.7605210e-02
  -4.7605210e-02  -4.8127112e-02  -2.4878953e-02  -2.7135430e-01   5.8166726e-01   1.1226479e+00  -4.3905686e-02
  -4.3905686e-02  -4.7605210e-02  -4.8127112e-02   4.1419131e-01  -2.7135430e-01   5.8166726e-01  -3.8771999e-02
  -3.8771999e-02  -4.3905686e-02  -4.7605210e-02  -9.7781423e-01   4.1419131e-01  -2.7135430e-01  -4.0746402e-02
  -4.0746402e-02  -3.8771999e-02  -4.3905686e-02  -1.0214662e+00  -9.7781423e-01   4.1419131e-01  -6.0958189e-02
  -6.0958189e-02  -4.0746402e-02  -3.8771999e-02   3.1768798e-01  -1.0214662e+00  -9.7781423e-01  -8.0337031e-02
  -8.0337031e-02  -6.0958189e-02  -4.0746402e-02   1.5161078e+00   3.1768798e-01  -1.0214662e+00  -7.4069546e-02
  -7.4069546e-02  -8.0337031e-02  -6.0958189e-02   7.4943245e-01   1.5161078e+00   3.1768798e-01  -4.6537329e-02
  -4.6537329e-02  -7.4069546e-02  -8.0337031e-02  -5.0770039e-01   7.4943245e-01   1.5161078e+00  -2.4389193e-02
  -2.4389193e-02  -4.6537329e-02  -7.4069546e-02   8.8529945e-01  -5.0770039e-01   7.4943245e-01  -3.7039038e-03
  -3.7039038e-03  -2.4389193e-02  -4.6537329e-02  -2.4809355e-01   8.8529945e-01  -5.0770039e-01   1.6646960e-02
   1.6646960e-02  -3.7039038e-03  -2.4389193e-02  -7.2624900e-01  -2.4809355e-01   8.8529945e-01   2.1017139e-02
   2.1017139e-02   1.6646960e-02  -3.7039038e-03  -4.4504030e-01  -7.2624900e-01  -2.4809355e-01   1.2423607e-02
   1.2423607e-02   2.1017139e-02   1.6646960e-02  -6.1291112e-01  -4.4504030e-01  -7.2624900e-01  -4.3770650e-03
  -4.3770650e-03   1.2423607e-02   2.1017139e-02  -2.0914408e-01  -6.1291112e-01  -4.4504030e-01  -2.4065942e-02
  -2.4065942e-02  -4.3770650e-03   1.2423607e-02   5.6214783e-01  -2.0914408e-01  -6.1291112e-01  -3.3758447e-02
  -3.3758447e-02  -2.4065942e-02  -4.3770650e-03  -1.0639229e+00   5.6214783e-01  -2.0914408e-01  -4.5796487e-02
  -4.5796487e-02  -3.3758447e-02  -2.4065942e-02   3.5158895e-01  -1.0639229e+00   5.6214783e-01  -5.9602867e-02
  -5.9602867e-02  -4.5796487e-02  -3.3758447e-02   1.1329999e+00   3.5158895e-01  -1.0639229e+00  -5.3328878e-02
  -5.3328878e-02  -5.9602867e-02  -4.5796487e-02   1.4999425e-01   1.1329999e+00   3.5158895e-01  -3.5818965e-02
  -3.5818965e-02  -5.3328878e-02  -5.9602867e-02   7.0314405e-01   1.4999425e-01   1.1329999e+00  -1.3979118e-02
  -1.3979118e-02  -3.5818965e-02  -5.3328878e-02  -5.2411585e-02   7.0314405e-01   1.4999425e-01   7.8077770e-03
